,true_label,24,25,26,27,28
988,J,12,5,4,2,21
989,I,13,7,14,20,14
990,S,17,2,21,4,18
991,L,22,2,3,25,19
992,D,1,10,20,11,4
993,B,9,8,16,26,0
994,W,16,21,17,21,6
995,H,9,8,16,26,0
996,X,4,24,25,22,9
997,J,12,21,4,2,21
998,J,18,14,9,17,7
999,H,12,21,4,21,21
1000,D,15,3,18,13,2
1001,R,0,18,13,9,3
1002,Y,8,6,0,8,26
1003,G,15,3,12,13,13
1004,J,22,2,3,25,18
1005,O,13,7,14,20,15
1006,E,3,5,6,2,25
1007,G,5,1,18,23,2
1008,V,10,24,5,6,11
1009,H,3,5,6,2,12
1010,L,11,22,11,7,17
1011,Y,19,12,22,3,16
1012,I,1,10,20,11,4
1013,L,0,18,13,9,3
1014,K,4,24,25,22,9
1015,V,2,9,24,14,5
1016,B,3,5,6,2,12
1017,P,23,19,2,15,10
1018,T,10,20,5,6,11
1019,F,10,20,5,6,11
1020,C,14,16,8,1,1
1021,V,10,9,5,15,11
1022,V,16,21,17,21,6
1023,A,21,0,1,24,19
1024,U,5,1,18,23,2
1025,A,16,21,17,21,12
1026,O,13,7,14,20,13
1027,F,10,24,5,6,11
1028,H,15,3,12,13,13
1029,B,9,8,16,26,0
1030,W,23,19,2,15,10
1031,E,9,8,16,26,0
1032,S,1,10,20,11,4
1033,T,10,20,5,6,11
1034,U,6,15,7,10,8
1035,Q,5,1,18,23,2
1036,G,15,3,12,13,13
1037,A,21,0,1,24,23
1038,B,15,3,12,13,13
1039,B,1,10,20,11,4
1040,I,22,3,3,25,14
1041,K,1,10,10,11,4
1042,Y,2,9,24,14,5
1043,H,4,24,10,22,9
1044,Z,4,18,25,9,9
1045,T,10,20,5,6,11
1046,R,5,1,18,23,2
1047,E,17,23,21,4,22
1048,W,23,19,2,15,10
1049,X,3,5,6,2,12
1050,J,22,2,3,25,18
1051,E,1,10,20,11,4
1052,A,21,0,1,24,23
1053,L,22,2,3,4,19
1054,W,23,19,2,15,10
1055,C,15,16,12,5,1
1056,I,1,10,20,11,14
1057,I,22,2,3,25,14
1058,J,18,14,9,17,7
1059,Y,2,9,24,14,5
1060,G,9,8,16,26,0
1061,A,21,0,1,24,23
1062,X,9,8,16,26,0
1063,O,5,1,18,23,2
1064,M,6,11,7,10,8
1065,J,4,24,25,22,9
1066,Y,3,5,6,2,12
1067,M,16,19,17,16,6
1068,H,5,1,18,23,2
1069,C,0,18,13,9,3
1070,E,10,24,10,22,24
1071,O,5,3,18,5,2
1072,I,1,10,20,11,4
1073,O,15,3,18,13,2
1074,L,11,22,11,7,17
1075,A,21,0,1,0,19
1076,W,16,21,17,21,6
1077,L,11,22,11,7,17
1078,S,7,13,15,18,27
1079,Z,9,8,16,26,0
1080,W,23,19,2,15,10
1081,Z,7,13,15,18,27
1082,U,8,6,0,8,26
1083,L,22,2,3,25,19
1084,Q,0,18,13,9,3
1085,I,22,2,3,25,27
1086,A,21,0,1,24,23
1087,K,19,10,10,12,24
1088,Q,5,1,18,23,2
1089,G,15,3,12,5,13
1090,F,1,10,23,11,4
1091,Q,12,5,4,2,25
1092,Q,0,18,13,9,3
1093,J,1,10,20,11,4
1094,K,16,21,17,21,6
1095,I,22,2,3,25,18
1096,U,4,24,25,22,9
1097,N,23,19,2,5,10
1098,K,15,3,12,5,13
1099,R,15,3,12,5,25
1100,W,8,6,0,8,26
1101,V,8,6,0,8,26
1102,A,21,17,1,0,19
1103,P,20,20,19,6,20
1104,T,2,9,24,14,5
1105,K,4,10,10,22,4
1106,P,5,1,4,23,2
1107,L,12,5,4,2,21
1108,S,5,1,18,23,2
1109,C,4,24,25,22,9
1110,D,15,3,12,13,13
1111,D,9,8,16,26,0
1112,I,14,16,8,1,1
1113,R,5,1,18,23,2
1114,O,5,1,18,23,2
1115,Y,2,9,24,14,5
1116,S,3,5,12,13,25
1117,B,0,18,13,9,3
1118,B,15,3,12,13,13
1119,K,15,3,12,5,13
1120,B,15,3,12,13,13
1121,A,0,17,13,0,3
1122,O,3,3,6,16,12
1123,C,20,20,19,19,20
1124,U,15,3,12,5,13
1125,D,5,1,18,23,2
1126,W,13,7,14,20,15
1127,M,23,7,2,20,10
1128,Q,5,1,18,13,2
1129,T,10,20,5,6,11
1130,S,1,10,20,11,4
1131,Q,13,7,14,20,15
1132,L,0,18,13,9,3
1133,A,23,19,2,16,10
1134,Q,12,1,4,23,21
1135,L,0,18,13,9,3
1136,D,5,1,18,13,2
1137,L,22,2,3,25,19
1138,M,3,5,6,2,12
1139,D,5,1,18,23,2
1140,I,22,2,3,18,27
1141,I,13,7,14,20,15
1142,Y,10,4,5,12,24
1143,P,20,20,19,19,20
1144,Y,10,24,5,6,11
1145,M,3,5,6,5,25
1146,C,14,16,8,1,1
1147,W,8,6,0,15,26
1148,O,13,7,14,20,15
1149,R,17,23,21,4,22
1150,D,15,3,12,13,13
1151,M,3,5,6,2,25
1152,R,0,18,13,9,3
1153,N,16,21,17,21,6
1154,K,9,8,16,26,0
1155,S,1,10,20,11,4
1156,V,10,24,5,6,11
1157,V,2,9,24,14,5
1158,Z,17,23,21,4,22
1159,Y,2,9,24,14,5
1160,B,12,1,4,23,21
1161,N,13,7,14,20,15
1162,W,8,6,0,15,26
1163,E,7,13,15,18,27
1164,T,10,20,5,6,11
1165,J,18,14,9,17,7
1166,G,5,1,18,23,2
1167,P,1,10,23,11,4
1168,L,11,22,11,7,17
1169,B,9,8,16,26,0
1170,Q,15,3,12,5,13
1171,J,1,10,20,25,4
1172,H,1,10,20,11,4
1173,M,6,11,7,10,8
1174,T,10,20,5,6,11
1175,P,10,20,5,6,11
1176,C,3,5,6,5,25
1177,M,8,6,0,8,26
1178,Q,3,5,6,5,25
1179,I,13,7,14,20,15
1180,L,22,2,3,25,19
1181,U,23,3,2,5,10
1182,T,19,12,22,3,16
1183,W,23,4,2,15,10
1184,M,16,17,13,0,19
1185,A,12,5,4,2,21
1186,O,5,1,18,23,2
1187,C,4,24,25,22,9
1188,M,8,6,0,8,26
1189,F,20,20,19,6,20
1190,L,21,0,1,0,19
1191,E,3,5,6,5,25
1192,P,20,20,19,19,20
1193,C,3,5,6,2,25
1194,D,0,18,13,9,3
1195,O,15,3,12,5,13
1196,E,9,8,16,26,0
1197,R,3,5,6,16,25
1198,E,14,16,8,1,1
1199,F,10,20,5,6,11
1200,E,12,21,4,21,21
1201,N,16,21,17,21,6
1202,T,10,20,5,6,11
1203,K,12,21,4,21,21
1204,F,20,4,23,12,24
1205,P,20,20,19,19,20
1206,B,5,1,18,23,2
1207,D,17,23,21,16,12
1208,D,9,7,16,20,15
1209,D,17,23,21,4,22
1210,H,12,21,4,21,21
1211,E,4,24,25,22,9
1212,Z,0,18,13,9,3
1213,Q,12,1,4,23,21
1214,O,15,3,12,16,12
1215,J,18,14,9,17,7
1216,M,6,11,7,10,8
1217,E,14,16,8,1,1
1218,M,23,19,2,16,10
1219,O,0,18,13,9,3
1220,B,1,10,20,11,4
1221,I,13,7,14,20,15
1222,W,13,7,14,20,15
1223,A,21,0,1,0,19
1224,X,12,21,4,21,21
1225,S,12,21,4,21,21
1226,D,15,3,12,13,13
1227,X,15,3,12,5,13
1228,Y,2,9,24,14,5
1229,Q,0,18,13,9,3
1230,H,17,23,21,4,22
1231,W,23,19,2,15,10
1232,M,6,11,7,10,8
1233,W,8,6,0,8,26
1234,A,21,17,1,0,19
1235,R,0,23,13,9,22
1236,X,3,5,6,2,25
1237,K,1,10,20,11,4
1238,E,12,21,4,21,21
1239,N,8,6,0,8,26
1240,I,1,10,20,25,14
1241,E,12,21,4,2,21
1242,A,21,0,1,24,19
1243,P,20,20,19,19,20
1244,B,9,8,16,26,0
1245,S,7,13,15,18,27
1246,R,3,5,6,2,25
1247,T,19,12,22,3,16
1248,T,2,9,24,14,5
1249,A,21,17,1,0,19
1250,X,1,10,20,11,4
1251,H,3,5,6,2,12
1252,V,10,24,5,15,11
1253,P,20,3,23,19,20
1254,V,2,9,24,14,5
1255,N,6,11,7,10,8
1256,U,23,3,2,16,13
1257,H,5,1,18,23,2
1258,Y,2,9,24,14,5
1259,E,0,18,13,9,3
1260,P,20,20,19,19,20
1261,P,17,23,21,4,18
1262,A,21,17,1,0,19
1263,Z,4,2,25,18,18
1264,B,1,10,20,11,4
1265,Q,5,1,18,23,2
1266,B,12,21,4,21,21
1267,X,4,24,25,8,9
1268,D,0,18,13,9,3
1269,G,13,7,14,26,0
1270,K,15,3,12,5,2
1271,R,17,23,21,4,22
1272,V,19,12,22,3,16
1273,E,9,8,16,26,0
1274,A,21,17,1,0,19
1275,G,5,1,18,13,2
1276,F,10,4,5,6,11
1277,I,22,3,3,25,14
1278,J,4,2,25,22,18
1279,V,2,9,24,14,5
1280,E,12,21,4,2,21
1281,L,12,5,4,2,21
1282,J,18,14,9,17,7
1283,X,12,21,4,21,21
1284,S,1,10,20,11,4
1285,X,17,23,21,4,22
1286,X,12,21,4,21,21
1287,N,17,23,21,4,22
1288,C,4,24,10,22,9
1289,I,1,10,20,11,4
1290,F,19,4,23,12,24
1291,O,15,3,12,13,13
1292,S,7,13,15,18,27
1293,K,4,24,25,22,9
1294,Q,15,3,12,5,13
1295,Z,17,23,21,4,22
1296,Q,5,1,18,23,2
1297,L,17,17,21,0,19
1298,P,15,3,12,13,13
1299,E,9,8,16,26,0
1300,G,5,1,18,23,2
1301,I,13,7,14,20,15
1302,A,21,0,1,24,23
1303,I,22,3,3,25,14
1304,Y,3,5,6,2,12
1305,J,22,2,3,25,18
1306,L,22,2,3,0,19
1307,J,17,23,19,4,22
1308,G,9,8,16,26,0
1309,G,15,3,12,5,13
1310,L,11,22,11,7,17
1311,L,11,22,11,7,17
1312,N,8,6,0,8,26
1313,X,0,18,13,9,3
1314,S,0,18,13,9,3
1315,K,17,23,21,4,22
1316,L,11,22,11,7,17
1317,R,5,1,18,23,2
1318,Z,7,13,15,18,27
1319,H,6,11,7,10,8
1320,K,4,24,10,22,9
1321,U,6,15,7,10,8
1322,G,5,1,18,23,2
1323,P,17,23,21,4,22
1324,T,12,1,4,23,21
1325,U,4,24,10,22,9
1326,X,9,8,16,26,0
1327,B,12,21,4,21,21
1328,L,11,22,11,7,17
1329,Z,3,5,6,2,12
1330,B,5,1,18,23,2
1331,E,4,24,10,22,9
1332,S,15,3,12,13,13
1333,A,21,17,1,0,19
1334,K,0,18,13,8,3
1335,N,13,7,14,20,15
1336,G,9,8,16,26,0
1337,N,6,11,7,10,8
1338,Y,19,4,23,12,24
1339,O,5,1,18,23,2
1340,X,9,8,16,26,0
1341,Z,4,2,25,4,18
1342,M,6,11,7,10,8
1343,X,17,23,21,4,22
1344,V,19,4,22,12,24
1345,Z,7,13,15,18,27
1346,P,20,20,23,19,20
1347,M,13,7,14,20,15
1348,Q,21,0,1,16,13
1349,G,9,8,16,26,0
1350,M,6,11,7,10,8
1351,V,8,6,0,8,26
1352,T,20,20,19,6,20
1353,O,13,7,14,20,15
1354,F,20,20,19,19,20
1355,F,10,20,5,6,11
1356,W,8,6,0,15,26
1357,J,3,19,6,16,12
1358,F,10,24,5,6,11
1359,V,2,9,24,14,5
1360,J,0,18,13,9,3
1361,D,21,17,1,0,19
1362,T,19,4,23,12,24
1363,D,5,23,18,23,2
1364,H,4,24,10,22,9
1365,F,19,4,23,12,24
1366,N,6,11,7,10,8
1367,L,22,2,3,25,19
1368,M,6,11,7,10,8
1369,X,1,4,10,12,24
1370,A,21,17,1,0,19
1371,H,6,11,7,10,8
1372,K,13,7,14,20,15
1373,H,12,1,4,23,21
1374,T,2,9,24,14,5
1375,D,5,1,18,23,2
1376,D,1,10,20,11,4
1377,M,8,6,0,8,26
1378,V,19,12,22,3,16
1379,N,17,23,21,4,22
1380,C,9,8,16,26,0
1381,R,17,23,21,4,22
1382,D,3,5,6,2,12
1383,I,22,2,3,25,9
1384,F,17,23,21,4,18
1385,T,10,20,5,6,11
1386,B,17,23,21,4,22
1387,J,13,14,14,24,23
1388,G,15,3,12,5,13
1389,C,14,16,8,1,1
1390,Q,15,3,12,5,13
1391,F,10,20,5,6,11
1392,V,2,9,24,14,5
1393,T,10,4,23,12,24
1394,Z,7,13,15,18,27
1395,F,10,4,5,6,11
1396,T,4,20,19,4,18
1397,L,11,22,11,7,17
1398,U,5,1,18,23,2
1399,H,5,1,18,23,2
1400,U,13,7,14,20,15
1401,B,9,8,16,26,0
1402,X,12,5,4,2,21
1403,X,1,10,20,11,4
1404,I,22,2,3,25,18
1405,J,1,10,20,11,4
1406,B,3,5,6,2,25
1407,A,21,0,1,24,23
1408,Y,2,9,24,14,5
1409,R,15,3,12,5,13
1410,C,5,1,18,23,2
1411,U,23,19,2,16,10
1412,V,8,24,5,6,11
1413,E,5,1,18,23,2
1414,B,12,21,17,21,21
1415,O,16,21,17,21,6
1416,N,12,21,17,21,21
1417,K,15,3,12,5,2
1418,L,12,21,4,2,12
1419,Q,15,3,12,5,13
1420,V,10,9,5,6,11
1421,T,19,12,22,3,16
1422,I,1,8,20,26,14
1423,M,0,17,13,0,3
1424,D,9,8,16,26,0
1425,B,9,8,16,26,0
1426,L,11,22,11,7,17
1427,B,3,5,6,2,12
1428,N,5,1,18,23,2
1429,C,5,1,18,23,2
1430,Z,12,18,4,9,21
1431,B,9,8,16,26,0
1432,E,14,16,15,18,1
1433,F,19,4,23,12,24
1434,J,17,23,21,4,22
1435,R,15,3,12,5,13
1436,M,13,7,14,20,15
1437,T,2,9,24,14,5
1438,W,8,6,0,15,26
1439,J,18,14,9,17,7
1440,Q,15,3,12,5,13
1441,J,18,14,9,17,7
1442,R,16,21,17,21,6
1443,F,0,18,13,9,3
1444,N,23,19,2,16,10
1445,M,16,21,17,21,6
1446,P,1,10,23,11,4
1447,F,3,5,6,2,25
1448,P,19,4,23,12,24
1449,X,17,23,21,4,22
1450,F,20,20,19,6,18
1451,G,3,5,6,2,25
1452,U,10,24,10,22,11
1453,O,15,3,12,5,13
1454,H,9,7,16,26,15
1455,Y,19,4,23,12,24
1456,A,16,21,17,21,6
1457,Y,19,12,22,3,16
1458,K,4,6,25,8,9
1459,X,1,10,20,11,4
1460,G,0,23,13,9,22
1461,M,6,11,7,10,8
1462,G,15,13,12,13,13
1463,E,1,10,20,11,4
1464,L,3,5,4,2,25
1465,H,13,7,14,20,15
1466,Z,7,13,15,18,27
1467,H,6,11,7,10,8
1468,M,13,7,14,20,15
1469,G,15,3,10,5,13
1470,K,0,18,13,9,3
1471,I,22,3,3,25,14
1472,E,9,8,16,26,0
1473,W,8,6,0,8,26
1474,Q,15,3,12,5,13
1475,R,15,3,12,5,13
1476,K,4,24,10,22,9
1477,I,17,23,21,9,22
1478,W,16,21,17,21,6
1479,I,17,23,21,4,22
1480,H,1,10,20,11,4
1481,B,3,5,6,2,25
1482,A,21,0,1,24,23
1483,J,20,18,19,9,20
1484,D,15,3,12,16,13
1485,A,21,0,1,24,23
1486,M,6,11,7,10,8
1487,C,3,5,6,2,25
1488,P,20,20,19,19,20
1489,Q,5,1,18,23,2
1490,X,3,5,6,2,12
1491,W,8,6,0,8,26
1492,V,3,5,6,2,12
1493,Q,3,5,6,2,25
1494,C,4,18,25,22,9
1495,V,10,9,5,6,11
1496,D,0,18,13,9,3
1497,H,1,10,20,11,4
1498,X,4,24,25,22,9
1499,D,5,1,18,23,2
1500,P,19,4,23,12,24
1501,K,10,24,10,22,24
1502,S,17,2,21,4,22
1503,I,22,3,3,25,14
1504,V,19,12,22,3,16
1505,Y,2,9,24,14,5
1506,W,13,7,14,20,15
1507,C,14,16,8,1,1
1508,P,19,4,23,12,24
1509,L,22,2,3,25,18
1510,H,12,21,4,21,21
1511,F,19,4,23,12,24
1512,U,3,5,6,16,12
1513,K,9,8,16,26,0
1514,X,9,8,16,26,0
1515,R,15,3,12,5,13
1516,O,13,7,14,20,15
1517,S,0,17,13,9,3
1518,T,2,9,24,14,5
1519,W,8,6,0,8,26
1520,N,6,11,7,10,8
1521,N,3,19,6,16,25
1522,J,1,10,20,11,4
1523,X,7,13,15,18,27
1524,X,22,2,3,11,18
1525,H,0,23,13,4,22
1526,U,19,4,10,12,24
1527,X,9,8,16,26,0
1528,M,16,19,2,16,10
1529,U,13,7,14,20,15
1530,V,3,19,6,16,25
1531,B,1,10,20,11,4
1532,G,9,8,16,26,0
1533,A,21,0,1,24,23
1534,K,13,7,14,20,15
1535,M,23,10,2,11,4
1536,I,22,3,3,25,14
1537,K,3,5,6,2,12
1538,Y,10,4,5,6,11
1539,N,5,1,18,23,2
1540,N,16,21,17,21,6
1541,I,17,23,21,4,22
1542,P,20,20,19,19,20
1543,K,13,7,14,20,15
1544,V,2,9,24,14,5
1545,J,1,10,20,11,4
1546,X,7,13,15,18,27
1547,F,12,21,4,21,21
1548,U,0,6,13,8,3
1549,W,23,19,2,15,10
1550,T,20,20,19,6,20
1551,E,9,8,16,26,0
1552,Y,10,24,5,6,11
1553,U,13,7,14,20,15
1554,M,16,21,17,21,6
1555,U,23,19,2,16,10
1556,P,17,23,21,4,22
1557,E,17,23,13,4,22
1558,M,13,7,14,20,15
1559,M,6,11,7,10,8
1560,P,20,20,19,19,20
1561,G,3,5,6,2,25
1562,Z,17,2,21,4,22
1563,Y,2,9,24,14,5
1564,U,16,19,17,16,6
1565,E,4,24,25,22,9
1566,Y,12,5,4,2,12
1567,Q,0,18,13,9,3
1568,Z,7,13,15,18,27
1569,P,20,4,23,19,20
1570,I,22,2,3,25,14
1571,R,1,10,21,11,4
1572,K,5,1,18,5,2
1573,D,17,23,21,4,22
1574,F,8,6,0,15,12
1575,Y,10,4,5,12,11
1576,M,23,19,2,16,10
1577,P,1,10,20,11,4
1578,L,11,22,11,7,17
1579,L,11,22,11,7,17
1580,S,1,10,20,11,4
1581,W,8,6,0,8,26
1582,A,21,0,1,24,23
1583,G,17,17,13,0,19
1584,X,9,8,16,26,0
1585,I,22,2,3,25,18
1586,N,17,23,21,4,22
1587,E,1,10,20,11,4
1588,F,10,4,5,6,11
1589,C,9,8,16,26,0
1590,I,9,8,20,26,0
1591,G,9,3,16,5,0
1592,I,22,3,3,25,14
1593,F,20,20,19,4,20
1594,N,23,19,2,15,10
1595,L,11,22,11,7,17
1596,Z,1,10,20,11,4
1597,Z,1,10,20,11,4
1598,Q,3,5,6,2,25
1599,F,0,18,13,9,3
1600,P,19,4,23,12,24
1601,L,4,2,25,9,3
1602,D,5,1,18,23,2
1603,S,12,5,6,2,12
1604,O,5,1,18,23,2
1605,G,14,16,8,1,1
1606,I,22,3,3,25,14
1607,Z,1,10,20,11,4
1608,K,4,24,25,22,9
1609,E,1,10,20,11,4
1610,X,17,23,21,4,22
1611,X,0,18,13,9,3
1612,X,9,8,16,26,0
1613,T,19,12,22,3,16
1614,I,3,5,6,2,12
1615,D,9,3,16,26,13
1616,K,15,3,12,5,13
1617,X,12,21,4,21,21
1618,U,19,4,10,12,24
1619,M,12,21,4,21,21
1620,N,13,7,14,20,15
1621,D,15,3,12,16,13
1622,J,18,14,9,17,7
1623,Z,17,2,21,18,18
1624,D,17,17,21,0,22
1625,W,19,12,22,12,24
1626,T,12,21,4,2,21
1627,E,17,23,21,4,22
1628,K,8,6,0,8,26
1629,S,12,21,4,2,12
1630,Q,3,5,6,2,25
1631,F,20,20,19,19,20
1632,Y,3,5,6,2,12
1633,P,3,5,6,2,12
1634,G,5,1,18,23,2
1635,H,6,11,7,10,8
1636,T,10,4,5,6,11
1637,T,2,9,24,14,5
1638,V,8,6,0,8,26
1639,O,5,1,18,23,2
1640,Q,12,5,4,23,12
1641,Y,10,24,5,6,11
1642,J,1,10,20,11,4
1643,E,9,8,16,26,0
1644,S,9,8,16,26,0
1645,A,21,0,1,0,19
1646,F,19,4,23,12,24
1647,Y,3,5,6,2,12
1648,B,3,5,6,2,12
1649,L,11,22,11,7,17
1650,D,1,10,20,11,4
1651,K,12,21,17,21,6
1652,R,3,5,6,2,12
1653,X,13,7,14,20,15
1654,V,19,12,22,3,16
1655,J,17,23,19,4,22
1656,Q,9,7,16,26,15
1657,S,7,13,15,18,27
1658,K,0,18,13,9,3
1659,A,21,0,1,24,23
1660,E,7,13,15,18,27
1661,E,5,1,18,23,2
1662,F,20,20,19,19,20
1663,K,4,24,25,22,9
1664,Z,7,13,15,18,27
1665,Y,2,9,24,14,5
1666,Y,19,12,22,3,16
1667,Q,15,3,12,5,13
1668,J,18,14,9,17,7
1669,E,7,13,15,13,27
1670,Z,3,5,6,2,12
1671,H,15,3,12,16,13
1672,G,5,1,18,23,2
1673,A,21,0,1,24,23
1674,P,12,21,4,21,25
1675,Q,17,23,21,4,22
1676,P,20,20,19,19,20
1677,M,23,19,2,16,10
1678,L,11,22,11,7,17
1679,V,10,9,5,6,11
1680,N,6,11,7,10,8
1681,I,13,7,14,20,15
1682,M,23,19,2,16,10
1683,Y,20,20,19,19,20
1684,U,6,15,7,10,8
1685,X,17,23,21,4,22
1686,I,17,23,21,4,18
1687,H,12,5,4,2,21
1688,Y,2,9,24,14,5
1689,M,23,19,2,16,10
1690,I,13,7,14,20,14
1691,E,7,13,15,13,27
1692,H,6,11,7,10,8
1693,X,0,18,13,9,3
1694,D,12,21,4,21,21
1695,I,22,2,3,25,18
1696,G,3,5,6,2,25
1697,T,19,4,23,12,24
1698,P,17,23,21,4,22
1699,Q,3,5,6,2,25
1700,Q,17,17,21,0,19
1701,J,10,2,10,22,18
1702,W,19,12,22,3,16
1703,I,22,2,3,25,18
1704,X,15,3,12,5,13
1705,B,17,23,21,4,22
1706,N,6,11,7,10,8
1707,H,10,4,10,12,24
1708,G,0,18,13,2,3
1709,M,16,23,13,4,6
1710,A,21,0,1,24,23
1711,V,8,6,0,15,26
1712,M,23,10,2,11,4
1713,R,5,1,18,23,2
1714,G,9,8,16,26,0
1715,X,15,3,12,5,13
1716,L,21,0,1,25,19
1717,Y,2,9,24,14,5
1718,Z,7,13,15,18,27
1719,V,8,6,0,8,26
1720,Z,4,2,25,18,18
1721,C,12,5,4,2,21
1722,X,3,3,12,5,13
1723,Z,9,8,16,26,0
1724,I,13,3,14,25,14
1725,Z,7,13,15,18,27
1726,T,2,9,24,14,5
1727,U,23,19,2,20,10
1728,T,2,12,22,14,16
1729,J,22,2,3,25,18
1730,T,4,18,25,9,3
1731,R,12,21,4,21,21
1732,N,8,6,0,8,26
1733,J,1,10,20,11,4
1734,W,8,6,0,15,26
1735,F,10,20,5,6,11
1736,R,9,8,16,26,0
1737,U,5,19,18,16,2
1738,T,10,4,23,12,24
1739,E,1,10,20,11,4
1740,K,1,10,10,11,4
1741,T,2,9,24,14,5
1742,U,6,15,7,10,8
1743,W,23,19,2,15,10
1744,C,3,5,6,5,25
1745,D,17,23,21,4,22
1746,R,15,3,12,5,13
1747,M,23,19,2,16,10
1748,T,2,9,24,14,5
1749,V,2,9,24,14,5
1750,G,15,3,12,5,13
1751,C,14,16,8,1,1
1752,D,0,18,13,9,3
1753,L,1,0,20,24,23
1754,K,3,5,6,2,12
1755,P,3,5,6,2,25
1756,Z,7,13,15,18,27
1757,M,16,6,17,8,6
1758,C,19,4,10,12,24
1759,E,1,10,10,11,4
1760,D,17,23,21,16,22
1761,B,15,13,12,13,13
1762,M,13,7,14,20,15
1763,E,3,5,6,2,25
1764,G,15,3,12,5,13
1765,D,17,23,21,4,22
1766,N,23,7,2,16,10
1767,G,12,21,4,21,21
1768,Z,7,13,15,18,27
1769,D,15,3,12,13,13
1770,T,19,12,22,3,16
1771,I,22,2,3,25,18
1772,L,0,18,13,9,3
1773,P,16,21,17,21,6
1774,R,17,23,21,4,22
1775,D,5,1,18,23,2
1776,G,9,8,16,26,0
1777,C,14,16,10,12,1
1778,A,21,0,1,24,23
1779,A,21,17,1,0,19
1780,Y,2,9,24,14,5
1781,L,5,1,18,23,2
1782,E,9,8,16,26,0
1783,A,21,17,1,0,19
1784,P,17,23,21,4,22
1785,U,5,1,18,23,2
1786,X,7,13,15,18,27
1787,T,10,4,23,12,24
1788,I,22,3,3,25,14
1789,O,5,1,18,5,25
1790,D,1,10,20,11,4
1791,N,23,19,2,16,10
1792,H,17,23,21,4,22
1793,K,16,21,17,21,6
1794,P,20,20,19,19,20
1795,C,14,4,10,22,1
1796,T,12,21,17,21,21
1797,R,5,1,18,23,2
1798,V,19,12,22,3,16
1799,W,23,19,2,15,10
1800,Y,3,5,6,2,25
1801,J,4,2,25,22,18
1802,Q,17,23,21,4,22
1803,G,5,1,18,23,2
1804,N,8,19,0,15,26
1805,G,9,8,16,26,0
1806,G,9,3,16,26,0
1807,K,9,8,16,26,0
1808,S,7,13,15,18,27
1809,V,19,12,22,3,16
1810,S,7,13,15,18,27
1811,W,10,24,5,15,11
1812,Z,7,13,15,18,27
1813,N,23,19,2,11,10
1814,J,1,10,20,11,4
1815,D,15,3,12,13,13
1816,V,8,6,0,8,26
1817,O,15,3,12,5,13
1818,A,21,0,1,24,23
1819,Y,2,9,24,14,5
1820,X,12,5,4,2,21
1821,J,17,23,21,4,22
1822,N,6,11,7,10,8
1823,E,4,24,25,22,9
1824,P,20,4,23,12,24
1825,G,5,1,18,23,2
1826,D,5,1,18,23,2
1827,C,14,24,8,22,9
1828,E,3,5,6,2,25
1829,T,10,4,5,6,11
1830,V,10,4,5,12,11
1831,P,17,23,21,4,22
1832,X,9,8,16,26,0
1833,O,15,3,12,5,13
1834,F,20,20,19,19,18
1835,I,1,10,20,11,4
1836,E,17,23,21,4,22
1837,M,6,11,7,10,8
1838,J,0,18,13,9,3
1839,D,13,7,14,20,15
1840,Q,15,3,12,13,13
1841,M,16,6,17,8,6
1842,M,16,6,17,8,6
1843,N,17,23,21,4,22
1844,Y,2,9,24,14,5
1845,G,5,1,18,23,2
1846,S,4,24,25,22,9
1847,Y,4,24,25,6,9
1848,N,6,11,7,10,8
1849,S,9,8,16,26,0
1850,X,3,5,6,2,12
1851,U,4,24,25,22,9
1852,K,12,21,4,21,21
1853,M,17,23,21,4,22
1854,N,6,11,7,10,8
1855,C,19,4,10,12,24
1856,I,22,2,3,25,18
1857,Q,13,7,14,20,15
1858,B,9,8,16,26,0
1859,K,17,23,21,4,22
1860,X,9,8,16,26,0
1861,I,9,8,20,26,0
1862,T,2,9,24,14,5
1863,B,0,18,13,9,3
1864,V,2,9,24,14,5
1865,J,22,2,3,25,7
1866,Q,12,1,4,23,21
1867,C,4,24,25,22,9
1868,D,5,1,18,13,2
1869,H,17,23,21,4,22
1870,Q,15,3,12,5,13
1871,Z,9,8,16,26,0
1872,R,15,3,12,13,13
1873,G,15,3,12,13,13
1874,Y,19,12,22,3,16
1875,Q,12,1,4,23,21
1876,X,1,10,20,11,4
1877,A,21,0,1,24,19
1878,Q,3,5,6,2,25
1879,W,23,12,22,3,16
1880,J,1,10,20,11,4
1881,Z,4,24,25,22,9
1882,I,17,2,21,4,22
1883,E,17,23,21,4,22
1884,I,22,3,3,25,14
1885,F,12,5,4,2,25
1886,U,4,24,25,22,9
1887,W,8,6,0,8,26
1888,S,12,21,4,21,21
1889,V,2,9,5,15,11
1890,Z,7,13,15,18,27
1891,R,5,1,4,23,21
1892,F,10,20,5,6,11
1893,H,6,11,7,10,8
1894,V,8,6,0,8,26
1895,S,4,2,25,22,18
1896,O,5,1,18,23,2
1897,L,11,22,11,7,17
1898,M,23,19,2,16,10
1899,F,19,4,23,12,24
1900,P,20,20,19,19,20
1901,R,3,5,6,2,12
1902,K,3,5,6,16,12
1903,M,8,6,0,8,26
1904,U,6,15,7,10,8
1905,P,0,18,13,9,3
1906,Z,7,13,15,18,27
1907,Y,10,24,5,6,11
1908,E,14,16,8,1,1
1909,H,17,23,21,4,22
1910,P,20,18,19,19,20
1911,V,10,4,5,12,11
1912,X,7,13,15,18,27
